organism,macro_theme_id,decade,count,enrichment
wheat,26,2010s,1,-0.9066062265370031
wheat,12,2010s,3,-1.1030034393405066
wheat,16,2010s,4,-1.140225903296705
wheat,27,2010s,4,-1.2464562294216277
wheat,4,2010s,52,-1.657635221343269
wheat,3,2010s,4,-1.8810208163425302
wheat,15,2010s,1,-1.9618886620381926
wheat,21,2010s,9,-2.0619866801843734
wheat,10,2010s,15,-2.6525606039304637
wheat,29,2010s,7,-3.9078133344369235
wheat,8,2010s,0,-4.0
wheat,9,2010s,0,-4.0
wheat,11,2010s,0,-4.0
wheat,18,2010s,0,-4.0
wheat,19,2010s,0,-4.0
wheat,20,2010s,2,-4.0
wheat,23,2020s,7,1.442941146689482
wheat,25,2020s,2,1.442941146689482
wheat,14,2020s,592,1.1381736029603025
wheat,1,2020s,147,0.9198059603562995
wheat,7,2020s,23,0.9040071770127306
wheat,16,2020s,5,0.3164087407605502
wheat,0,2020s,8485,0.17356233977578142
wheat,26,2020s,28,-0.24555895814008488
wheat,6,2020s,16,-0.2872459148456624
wheat,12,2020s,2,-0.38148728872706367
wheat,24,2020s,40,-1.0563732631208538
wheat,27,2020s,2,-1.4150398484380902
wheat,21,2020s,4,-2.2621151995219804
wheat,2,2020s,2,-2.4191795787990142
wheat,3,2020s,0,-4.0
wheat,4,2020s,55,-4.0
wheat,5,2020s,0,-4.0
wheat,8,2020s,0,-4.0
wheat,9,2020s,0,-4.0
wheat,10,2020s,2,-4.0
wheat,11,2020s,0,-4.0
wheat,13,2020s,0,-4.0
wheat,17,2020s,0,-4.0
wheat,18,2020s,0,-4.0
wheat,19,2020s,0,-4.0
wheat,20,2020s,0,-4.0
wheat,28,2020s,0,-4.0
wheat,29,2020s,0,-4.0
